Strategy,StoppingIteration,GradientStableIteration
K-Means_seed_43+Centroids_saturation_low_seed_43,82,82.0
K-Means_seed_43+Centroids_saturation_medium_seed_43,82,82.0
K-Means_seed_43+Centroids_saturation_high_seed_43,91,91.0
K-Means_seed_43+Random_seed_43,88,88.0
K-Means_seed_43+LHS_seed_43,56,56.0
K-Means_seed_43+Farthest_seed_43,74,74.0
K-Means_seed_43+ODAL_seed_43,82,82.0
K-Means_seed_43+K-Center_seed_43,48,48.0
Farthest_seed_43+Top5Similarity,57,57.0
Farthest_seed_43+Max Comp,43,43.0
Farthest_seed_43+Min Comp,42,42.0
Farthest_seed_43+Centroids_saturation_low_seed_43,79,79.0
Farthest_seed_43+Centroids_saturation_medium_seed_43,73,73.0
Farthest_seed_43+Centroids_saturation_high_seed_43,78,78.0
Farthest_seed_43+Random_seed_43,59,59.0
Farthest_seed_43+LHS_seed_43,56,56.0
Farthest_seed_43+K-Means_seed_43,74,74.0
Farthest_seed_43+ODAL_seed_43,41,41.0
Farthest_seed_43+K-Center_seed_43,49,49.0
ODAL_seed_43+Top5Similarity,100,
ODAL_seed_43+Max Comp,44,44.0
ODAL_seed_43+Min Comp,43,43.0
ODAL_seed_43+Centroids_saturation_low_seed_43,47,47.0
ODAL_seed_43+Centroids_saturation_medium_seed_43,100,68.0
ODAL_seed_43+Centroids_saturation_high_seed_43,47,47.0
ODAL_seed_43+Random_seed_43,62,62.0
ODAL_seed_43+LHS_seed_43,43,43.0
ODAL_seed_43+K-Means_seed_43,82,82.0
ODAL_seed_43+Farthest_seed_43,41,41.0
ODAL_seed_43+K-Center_seed_43,38,38.0
K-Center_seed_43+Top5Similarity,41,41.0
K-Center_seed_43+Max Comp,40,40.0
K-Center_seed_43+Min Comp,36,36.0
K-Center_seed_43+Centroids_saturation_low_seed_43,49,49.0
K-Center_seed_43+Centroids_saturation_medium_seed_43,41,41.0
K-Center_seed_43+Centroids_saturation_high_seed_43,52,52.0
K-Center_seed_43+Random_seed_43,42,42.0
K-Center_seed_43+LHS_seed_43,41,41.0
K-Center_seed_43+K-Means_seed_43,48,48.0
K-Center_seed_43+Farthest_seed_43,49,49.0
K-Center_seed_43+ODAL_seed_43,38,38.0
